,benchmark,nodenum=300,iterations=300,threshold=0.8,per_NICN=0.6,per_NIC=0.6,LLM=1
0,0.6538101961985835,0.6531528111350815,0.6509998616234293,0.6506467865374731,0.6544664268241912,0.6198920137184676,0.6084690418207994
1,0.6478689606292645,0.643718173236467,0.6466371252983528,0.6052918405005726,0.6534357078539464,0.617200240400362,0.6075569660236814
2,0.6455607079894153,0.6375622652305646,0.6451375216161547,0.5739547056733229,0.6534693834177578,0.6162364169580763,0.6070691020307591
3,0.6438002307927725,0.6334385681313277,0.6442596940483744,0.5467402640501073,0.6530045907986325,0.6155230410625641,0.6072017512664745
4,0.6424818943267274,0.6306936967866483,0.6434548832195448,0.5213501240675713,0.6519283310809415,0.6150677196733716,0.6067221225162153
5,0.6412111409257106,0.6288821478225636,0.6426283980336295,0.49806486858778937,0.6509203073726042,0.6144483864182871,0.6060606991974337
6,0.6403317734792586,0.6276703884298357,0.6417300033251907,0.4762986636796412,0.6494187019951945,0.6137586406243519,0.605342149136619
7,0.6395796981770414,0.6268388633958805,0.6407137845978502,0.4546096453278076,0.647998717053888,0.613413123925101,0.6048731121068461
8,0.6389097445278247,0.626217423944057,0.6396280808199419,0.4335740495852056,0.6467253028381024,0.6128232030775941,0.6043223076196789
9,0.6384396302571691,0.6257257997336405,0.6386872338011166,0.41348433217455755,0.6452669840588172,0.6123750533225594,0.6037855998231025
10,0.6377702775373977,0.6254857487137122,0.6379525602482357,0.3944411756061821,0.6438866039915507,0.6119697234484447,0.6030111235771883
11,0.6370817526455266,0.6255145153985842,0.6372960081305864,0.37675505457017805,0.6425054367922701,0.6114294154797492,0.6025945917859226
12,0.6365287979838699,0.6258649938262058,0.6367038097874917,0.36075780771690424,0.6412024676797966,0.6112488184458045,0.6020520858937044
13,0.6361310926083309,0.6263897553224481,0.6361303448580802,0.34626413252625865,0.6397436724139604,0.6108432400329041,0.6018124412567153
14,0.6358881452139492,0.6270691549512228,0.635629414995316,0.3329915258104477,0.6384230942553746,0.610558439592485,0.601250743258502
15,0.6356136005150941,0.6278210577405351,0.6352700518134021,0.320928758707285,0.6370032534663832,0.6101090289629023,0.600477621095811
16,0.635601738944451,0.62853900673659,0.6347607381079762,0.3098090110143946,0.6357834729665438,0.6098249411912987,0.5999615236299894
17,0.6355921104232274,0.6292227747546376,0.6343924357726338,0.29972090772436144,0.6346531574125049,0.6095954466866541,0.5994475551700976
18,0.6355476811732147,0.6298359056427126,0.6341042865720878,0.29010076060350537,0.6337581502416691,0.609338883944298,0.5988951138559614
19,0.6355602375584776,0.6304389085633816,0.6338400675743101,0.2812179880953737,0.6328230060311902,0.609243861364736,0.5984885815613634
20,0.6355954209775241,0.6310811330767215,0.6337340120702257,0.2731042426398224,0.6320436893800643,0.6091478785885418,0.5981693146383601
21,0.6356522939556318,0.631655869933805,0.6335710536020346,0.26592834433003526,0.6312227389897929,0.6088093714552124,0.5978619636951045
22,0.6357471856642384,0.632123001222908,0.633476933707557,0.25922648417820304,0.6304475863823602,0.6087110055254,0.5976308880058924
23,0.635808387096734,0.6325167406794266,0.6333353439924877,0.252907881835556,0.629685547737269,0.6086283102552463,0.5973069434358442
24,0.6359891402296991,0.6328810005344868,0.6332713961508886,0.24706746489566375,0.6289570153827155,0.6086183232645861,0.5969386713866555
