,benchmark,nodenum=300,iterations=300,threshold=0.8,per_NICN=0.6,per_NIC=0.6,LLM=1
0,,,,,,,
1,0.0442132335275586,0.03195452968847003,0.044504922549667335,0.08133779740780361,0.047372952148538455,0.02437265362707649,0.02377285079342292
2,0.02842049624856731,0.025887517070922253,0.028034117459780412,0.05683080062966846,0.030541399408640802,0.013083756014480294,0.012951592337619621
3,0.021079801231200058,0.022219361804759478,0.020413753539148947,0.04578154182667749,0.02236254952757823,0.008789742476817651,0.008712652195596814
4,0.017072080153312345,0.01958388180401259,0.01660494099945121,0.04132820648681095,0.01800955809422492,0.006749174641823854,0.00670959234733598
5,0.014770510369386211,0.017899944533281732,0.014365973898905952,0.038494590988075464,0.014953752354619064,0.005601335175700611,0.005358430247214322
6,0.013008389090282697,0.01662910198255687,0.012812060266426678,0.03670198856689481,0.012903028604269612,0.004533586047655684,0.004515420612996451
7,0.011805487682438841,0.015656518521125373,0.01174973518328499,0.03544563715958061,0.011686807780202037,0.0038961367797411693,0.0038311363370120556
8,0.010716918930844926,0.014878301166059744,0.011009264505223333,0.03525566599642053,0.010370597652803744,0.0036171623793784307,0.003654006694447223
9,0.009919522947598349,0.01438332414913036,0.010270391623537808,0.0344299131520872,0.00965730816144367,0.0032271476270422992,0.003315991682612946
10,0.009302453997015197,0.01376595930998602,0.009525404401901211,0.03375801002700893,0.009195612901916608,0.0030408327048467246,0.0030897866642207493
11,0.008826548425930553,0.012591202164962654,0.00887827399358255,0.03205391665703677,0.008523523959875464,0.0026143877668462832,0.0026494097420910784
12,0.008702039824714592,0.01109950986203006,0.008388975349308408,0.02970362446165691,0.007991527283605174,0.00223285888442119,0.0025615014078973286
13,0.008066161057022623,0.009701871013196839,0.007752565860305733,0.027144033672009044,0.007818364658112758,0.0022005507314810423,0.002519353761756176
14,0.0075997143249004065,0.008459401393570019,0.007097120387256077,0.025367157533489736,0.007499640774593775,0.002132264011363917,0.00235478758801698
15,0.00737836646330643,0.00723862122331782,0.006896999665134376,0.023425954371383232,0.007100541345469944,0.0020618619411416064,0.0023905316375157568
16,0.007083304450679194,0.006319435548321608,0.006572234739562718,0.02141096045568239,0.006643104081193795,0.0018935634658185283,0.0022541449625171055
17,0.006650001385151641,0.005657874976610927,0.0062307374126218526,0.01964369432284637,0.006009627192757816,0.0018197449190161083,0.0021907569142417603
18,0.006258979578859259,0.005244833131180051,0.005774625789201387,0.018414210192444345,0.005540860620753319,0.0017823379713209433,0.00200709028647135
19,0.00604473098632097,0.004649238675510301,0.005449017860416599,0.017134617839983688,0.005152062115124983,0.0016158130820278051,0.0017142315989506487
20,0.0055938708880434555,0.004041261581877506,0.004928789872909586,0.01586711346445211,0.004897870797322179,0.001849144791248391,0.0016647518020079977
21,0.005431329062811983,0.003621281130078113,0.00469257754646874,0.014453093209049655,0.004822675480260078,0.0016769299157852128,0.0015473503021440336
22,0.005169576533491775,0.003376519589509442,0.0044050643918959595,0.013512434013162586,0.004557766246891373,0.0016575377748238617,0.0014509114643603562
23,0.004887807822721013,0.0031447096989560804,0.004335530275842981,0.012599375084492225,0.004467343004993747,0.0015956755597534803,0.0014150017395922906
24,0.004509958298082694,0.0030165052229154323,0.004030235755907332,0.011807262216214887,0.004213091806493635,0.0014692844542313886,0.001482245519136207
25,0.004100298814557912,0.0027671103525011313,0.0037625397254234957,0.01101461757349224,0.003920615177264458,0.0015596484026593033,0.0015082917056076107
26,0.003933902592944055,0.0025105273950825967,0.0035261835866136964,0.0100558664521717,0.0036685143336284975,0.0015309562394078776,0.0015899752827310137
27,0.0036888163581871723,0.0022669758515104035,0.0035040564076255424,0.009195856750487359,0.0035673013647822523,0.0014168990245477975,0.0013060518652507971
28,0.003531599110101956,0.0019922274294693954,0.003383991780827759,0.008769164060210947,0.003446775736480724,0.0012550600737249787,0.0012625007928377286
29,0.0033203393159447047,0.001795854056129762,0.0032007292908445752,0.008051101638463024,0.0034235890831166536,0.0012826302049608795,0.0012673991449249813
30,0.0030501990349022967,0.0016427724144734692,0.002982103846810005,0.007494799700600023,0.003356712005685323,0.0010809472749244342,0.0012352819450953893
31,0.0029615782766062794,0.0015654167584850222,0.002901306669247872,0.006929491192299643,0.0032589082968422127,0.0010545587025215827,0.0012679042378222602
32,0.0028965430316436297,0.001510254514834409,0.002644358137562697,0.00644093749563277,0.0029113652398876978,0.0010439263484517645,0.0011728485759612483
33,0.0026908603247040143,0.0014204826477041972,0.002462101471467021,0.005997774752449103,0.0028057192264704343,0.001056828963501614,0.0011763373156331311
34,0.0024797683113004986,0.0013017983140826783,0.0024062674574775057,0.005562938350846089,0.002734670148880632,0.0009614463422248057,0.0011043924442165226
35,0.002299164891178882,0.0012124595889727603,0.002370709560911922,0.0052468298890260175,0.00266935824801868,0.000947071259069967,0.0009178924007857613
36,0.0021713859365035727,0.0011351206429261263,0.0023853086956556937,0.004839792552634215,0.00247872448330237,0.0009986988667132852,0.0008632503629708859
37,0.0020999040312319555,0.0010840399668732156,0.0023491247890379038,0.004511678588001049,0.0023319752530809672,0.0010636171606593068,0.0009368547190988514
38,0.002040721494954613,0.001027501853502186,0.002202385241394587,0.00424359746456111,0.0023314581462727467,0.0009534378920738322,0.0009524036478742442
39,0.0019306902405756,0.0009896618505120737,0.0021284940930756395,0.004015378835853529,0.002216764031562618,0.0009479887867690784,0.0008015616562561574
40,0.0018892963243909856,0.0009297277210422194,0.0021956818068690352,0.003727410311783231,0.002129104639501091,0.0009998982176250087,0.0009093315075100198
41,0.0018104228858833512,0.0008722739553996207,0.002217370353994931,0.0035453356569268048,0.0021968988612041133,0.0009696357880347307,0.0009268166123392417
42,0.0017573886179087354,0.0008986640300578906,0.002089288550117625,0.0033504840792725186,0.0021742321884777476,0.000854408045782802,0.0008951021347975676
43,0.0017517064238529627,0.000913305910979183,0.0019269715134650797,0.003180143634777888,0.0020820422713039555,0.0009309560405991354,0.0009410688723951704
44,0.001756972694807786,0.0008746779086475497,0.0017535887936150135,0.0029986677502637144,0.0018911720962708114,0.0007779028049907055,0.0009479089456479966
45,0.0016479992753617107,0.0008117581185890821,0.0016447897886212456,0.002804697353607973,0.0019640994750914505,0.0007348996992886436,0.0008807878146394743
46,0.0016562105790364292,0.0007826566905072183,0.0016124533714230668,0.002638129277522613,0.001805141521113245,0.0007800365434256814,0.0007615192217183261
47,0.0017484522428234768,0.0007546259845744059,0.0015955917884473753,0.0025358795732741313,0.0016088951449016516,0.0007948182997329772,0.0008440495981952973
48,0.0016568477937288285,0.000740277000527852,0.0015978033107500607,0.0023927727747347118,0.0015012122435599426,0.0006535482858558239,0.0007939605844726473
49,0.0017128836859433897,0.0007310929346354639,0.0014429117294406644,0.002261929229932695,0.0015139224510678664,0.0006528684646716445,0.0007082091319618525
50,0.0016221311498929177,0.0007406796030514663,0.001355316271825474,0.002146361393996349,0.0013783711590917866,0.0006205473668288193,0.0008096838176054629
51,0.0013988791374805187,0.0007130716201188035,0.001390426574276861,0.0020537306842858464,0.0013165924690581277,0.0006670335667176245,0.0008635421389542783
52,0.0013548548719335655,0.0006461938698211103,0.0014143586436714715,0.0019510038769195,0.0012258357900471197,0.0006355989645687355,0.0009032751549828323
53,0.0013844643345146002,0.0005968579427778729,0.001347088152672106,0.0018638801990236453,0.0011800690320256703,0.0006255977230392125,0.0009496560933418795
54,0.0015123330064947683,0.0005989520429468075,0.0013371717023587925,0.0018664374294701726,0.00115810333415073,0.0005618336165389492,0.000753866017988144
55,0.0015422904791206357,0.000577968280322774,0.0012854464181916543,0.0017443817259886164,0.0011686069633215458,0.0006398907925274659,0.0008793885265352783
56,0.0014725903227352738,0.0005560374122191033,0.001176081082089927,0.0016825690858625047,0.0012035485494400837,0.0007214178442131212,0.0009647588053367534
57,0.0014686232537807883,0.0005826279329757024,0.0010976771399711781,0.0015834010795484884,0.0012879677257742624,0.0006637828428529794,0.0008733597678617903
58,0.001591332017844221,0.0005951987799220667,0.0010279746716154912,0.0015144800154941324,0.0012977927521712312,0.0006079274988602676,0.0008147971401036064
59,0.0015494451453059639,0.000654822444189035,0.0010349097856784343,0.0014311345269275191,0.001220781490838195,0.0004912735100971667,0.0008352913454903524
